CONCEPT				POLARITY		INTENSITY
traffic_jam			negative		-0.09
traffic_light			positive		0.778
traffic_police			positive		0.769
traffic_rule			positive		0.029
traffic_sign			positive		0.121
traffic_signal			positive		0.059
traffic_volume			negative		-0.97
trafficked_woman		negative		-0.20
trafficker			positive		0.677
trafficking_ring		positive		0.758
tragedie			negative		-0.76
tragedienne			negative		-0.8
tragedy				negative		-0.10
tragic				negative		-0.79
tragic_accident			negative		-0.86
tragic_car_accident		negative		-0.79
tragic_death			negative		-0.91
tragic_escalation		negative		-0.74
tragic_situation		negative		-0.7
tragic_story			positive		0.148
tragic_tale			positive		0.148
tragical			negative		-0.71
tragically			negative		-0.79
tragicomic			positive		0.776
trail				positive		0.069
trail_car			positive		0.069
trail_mix			positive		0.92
trailblazing			positive		0.809
trailer				positive		0.069
trailer_hitch			negative		-0.87
trailer_trash			negative		-0.66
train				positive		0.699
train_collided_with		negative		-0.04
train_collision			negative		-0.86
train_daily			positive		0.812
train_depart			positive		0.663
train_depot			positive		0.106
train_dog			positive		0.063
train_hard			positive		0.716
train_marathon			negative		-0.81
train_muscle			positive		0.869
train_open_mind			positive		0.951
train_pet			positive		0.063
train_ride			positive		0.034
train_robber			negative		-0.78
train_seat			positive		0.859
train_slammed_into		positive		0.768
train_station			positive		0.123
train_terminating_at		positive		0.663
train_ticket			positive		0.093
train_track			positive		0.063
train_window			positive		0.087
train_wreck			negative		-0.8
trainband			negative		-0.60
trained				positive		0.063
trained_colt			negative		-0.78
trained_facilitator		positive		0.075
trained_filly			negative		-0.03
trained_manpower		positive		0.87
trained_personnel		positive		0.87
trainee				negative		-0.91
trainer				positive		0.063
training			positive		0.856
training_body			positive		0.833
training_corp_afjrotc		positive		0.086
training_corp_jrotc		positive		0.086
training_corp_rotc		positive		0.086
training_plan			positive		0.867
traipse				negative		-0.83
traipse_through			positive		0.024
trait				positive		0.881
trait_anxiety			positive		0.749
traitor				negative		-0.86
traitorously			negative		-0.30
traitorousness			positive		0.764
trajan_column			positive		0.021
trajectory			positive		0.203
tram				positive		0.967
tram_flap			positive		0.788
tram_network			positive		0.586
tram_ride			positive		0.034
tram_stop			positive		0.081
tram_system			positive		0.586
tramatza			positive		0.81
trammel				negative		-0.82
tramp				negative		-0.71
tramp_steamer			negative		-0.76
trample				negative		-0.81
trample_upon			negative		-0.83
trampoline			positive		0.05
tramway				positive		0.586
tramway_network			positive		0.586
trance				positive		0.337
trancelike			negative		-0.79
tranchet_flake			negative		-0.04
tranfer				positive		0.871
tranquil			positive		0.305
tranquil_atmosphere		positive		0.767
tranquil_beauty			positive		0.767
tranquility			positive		0.334
tranquilize			positive		0.29
tranquilizer			negative		-0.8
tranquilizer_dart		positive		0.977
tranquilizer_drug		negative		-0.80
tranquilizer_gun		negative		-0.86
tranquillity			negative		-0.77
tranquillize			positive		0.899
tranquilly			positive		0.315
trans_atlantic_slave_trade	negative		-0.82
trans_dimensional		negative		-0.21
transabdominal			negative		-0.63
transact_business		positive		0.856
transaction			positive		0.093
transactional_immunity		positive		0.816
transantarctic_mountain		negative		-0.96
transatlantic_flight		positive		0.943
transcend			positive		0.824
transcendence			positive		0.777
transcendency			positive		0.779
transcendent			positive		0.699
transcendent_reality		positive		0.687
transcendental			negative		-0.81
transcendental_principle	positive		0.776
transcontinental_flight		positive		0.943
transcontinental_journey	positive		0.869
transcortical_sensory_aphasia	negative		-0.88
transcribe			positive		0.583
transcriber			positive		0.875
transcription			positive		0.986
transducer			positive		0.846
transeunt			negative		-0.84
transfer			positive		0.074
transfer_information		positive		0.643
transfer_knowledge		positive		0.074
transferability			positive		0.702
transferable			positive		0.071
transferee			positive		0.074
transferor			positive		0.779
transfigure			positive		0.771
transfixed			positive		0.855
transform			positive		0.087
transformable			positive		0.721
transformation			positive		0.747
transformational		positive		0.047
transformational_change		positive		0.047
transformational_leadership	positive		0.082
transformative			positive		0.047
transformed_into		positive		0.866
transformer			positive		0.808
transformer_dark		positive		0.929
transforms_into			negative		-0.79
transfuse			positive		0.695
transfused_blood		positive		0.695
transfused_into			positive		0.695
transfused_red			positive		0.695
transfusion			positive		0.695
transfusion_reaction		positive		0.695
transfusion_therapy		positive		0.695
transgender			negative		-0.93
transgress			negative		-0.84
transgression			positive		0.035
transgressor			negative		-0.73
transhipment			negative		-0.66
transhistorical			positive		0.606
transhuman			positive		0.729
transience			negative		-0.72
transiency			negative		-0.72
transient			negative		-0.84
transient_bacteremia		negative		-0.77
transient_thermal		positive		0.025
transiently			positive		0.799
transistor			negative		-0.86
transistor_count		negative		-0.69
transistor_radio		positive		0.038
transit				positive		0.058
transit_card			positive		0.058
transit_corridor		positive		0.085
transit_hub			positive		0.123
transit_ticket			positive		0.093
transiting_planet		positive		0.72
transition			positive		0.142
transition_period		positive		0.142
transition_zone			positive		0.036
transitional			positive		0.142
transitional_housing_facility	negative		-0.81
transitional_housing_program	negative		-0.81
transitional_period		positive		0.142
transitional_phase		positive		0.142
transitive_closure		positive		0.371
transitive_relation		positive		0.645
transitive_verb			positive		0.766
transitoriness			negative		-0.72
transitory			negative		-0.84
transitory_nature		negative		-0.72
transitway			positive		0.085
transkeian			positive		0.744
translatable			positive		0.72
translate			positive		0.136
translate_into			positive		0.756
translation			positive		0.142
translation_initiation		positive		0.087
translation_invariance		negative		-0.73
translation_invariant		negative		-0.73
translational_motion		negative		-0.89
translator			positive		0.142
translator_interpreter		positive		0.142
transliterate			positive		0.959
transliterated			positive		0.962
transliterating			positive		0.961
transliteration			positive		0.956
translucence			negative		-0.66
translucent			positive		0.097
translucent_powder		negative		-0.85
translucent_skin		positive		0.258
transmedia			positive		0.841
transmembrane			negative		-0.05
transmissible_agent		positive		0.905
transmissible_disease		negative		-0.17
transmission			negative		-0.65
transmission_line		positive		0.901
transmit_disease		negative		-0.11
transmit_information		positive		0.625
transmit_signal			positive		0.742
transmittal			negative		-0.65
transmittal_form		positive		0.785
transmittance			positive		0.761
transmitting			negative		-0.65
transmontana			negative		-0.83
transmural			positive		0.727
transmutable			positive		0.719
transmute			positive		0.667
transmuted_into			positive		0.771
transnational			positive		0.071
transnational_citizenship	positive		0.111
transnationalization		positive		0.726
transnusa			positive		0.797
transom				negative		-0.86
transparence			positive		0.795
transparency			positive		0.778
transparent			positive		0.778
transparent_glaze		negative		-0.04
transparent_manner		positive		0.797
transparent_plastic		positive		0.037
transparentness			positive		0.778
transphobic			positive		0.689
transplant			negative		-0.43
transplant_patient		negative		-0.43
transplant_procedure		negative		-0.43
transplant_recipient		negative		-0.43
transplant_surgeon		negative		-0.43
transplant_surgery		negative		-0.43
transplantation			negative		-0.43
transport			positive		0.064
transport_card			positive		0.058
transport_corridor		positive		0.085
transport_food			positive		0.823
transport_goods			positive		0.025
transport_infrastructure	positive		0.04
transport_interchange		positive		0.081
transport_layer_connection	positive		0.069
transport_person		positive		0.064
transportability		positive		0.144
transportation			positive		0.041
transportation_artery		positive		0.025
transportation_corridor		positive		0.085
transportation_device		positive		0.035
transportation_hub		positive		0.646
transportation_infrastructure	positive		0.04
transportation_vehicle		positive		0.038
transporting_freight		positive		0.085
transposable			positive		0.63
transposition			positive		0.899
transposition_flap		negative		-0.63
transrational			positive		0.729
transsphenoidal			negative		-0.63
transsphenoidal_surgery		negative		-0.63
transtentorial_herniation	negative		-0.72
transtheoretical_model		positive		0.695
transtilla			positive		0.772
transurethral			negative		-0.78
transurethral_incision		positive		0.173
transvaginal			negative		-0.63
transversal			negative		-0.76
transverse			negative		-0.76
transverse_carpal_ligament	negative		-0.25
transverse_component		positive		0.802
transverse_flute		positive		0.027
transverse_leaf_spring		positive		0.036
transversely			positive		0.792
transvestism			negative		-0.59
transvestite			negative		-0.82
trap				negative		-0.89
trap_baited_with		positive		0.054
trap_door			positive		0.077
trap_moisture			positive		0.718
trap_mouse			positive		0.054
trap_neuter_return		negative		-0.87
trapeze				positive		0.857
trapeze_artist			positive		0.823
trapezoid			positive		0.917
trapezoidal			positive		0.034
trapezoidal-shaped		positive		0.865
trapper				positive		0.964
trapping			negative		-0.67
trapping_beaver			positive		0.964
trapster			positive		0.829
trash				positive		0.781
trash_bag			positive		0.099
trash_barrel			negative		-0.04
trash_bin			negative		-0.11
trash_compactor			negative		-0.67
trash_container			positive		0.822
trash_dump			negative		-0.67
trash_folder			positive		0.069
trash_heap			negative		-0.70
trash_icon			positive		0.069
trash_incinerator		negative		-0.81
trash_pile			negative		-0.68
trash_piling_up			negative		-0.67
trash_receptacle		positive		0.934
trash_strewn			negative		-0.67
trashcan			negative		-0.08
trashiness			negative		-0.63
trashy				negative		-0.66
trattoria			positive		0.027
trauma				negative		-0.84
trauma_center			negative		-0.73
traumatic			negative		-0.76
traumatic_brain_injury		negative		-0.07
traumatic_brain_injury_tbi	negative		-0.84
traumatic_event			negative		-0.84
traumatic_experience		negative		-0.84
traumatic_incident		negative		-0.84
traumatic_injury		negative		-0.84
traumatic_memory		positive		0.736
traumatically			negative		-0.77
traumatization			negative		-0.84
travail				negative		-0.62
travaileth			negative		-0.83
travel				positive		0.097
travel_abroad			positive		0.887
travel_across_world		positive		0.813
travel_agent			positive		0.097
travel_allowance		positive		0.923
travel_by_airplane		positive		0.851
travel_car			positive		0.045
travel_card			positive		0.058
travel_comfortable		positive		0.901
travel_fast			positive		0.851
travel_fast_light		positive		0.898
travel_itinerary		negative		-0.78
travel_kit			positive		0.884
travel_long_distance		positive		0.03
travel_map			positive		0.858
travel_moon			positive		0.829
travel_mug			positive		0.146
travel_over_water		positive		0.116
travel_place			positive		0.077
travel_quick			positive		0.858
travel_quickly			negative		-0.04
travel_road			negative		-0.04
travel_space			positive		0.834
travel_through_space		negative		-0.05
travel_work			negative		-0.04
travel_world			positive		0.858
travelcard			positive		0.083
traveler			negative		-0.78
traveler_diarrhea		negative		-0.74
traveler_itinerary		negative		-0.78
traveling_carnival		negative		-0.05
traveling_companion		positive		0.756
traveling_destination		positive		0.958
traveling_long_distance		positive		0.037
traveling_person		positive		0.085
traveling_salesman		positive		0.639
traveling_water			positive		0.829
travelled_overland		positive		0.869
traveller			positive		0.085
traveller_ibn_battuta		positive		0.802
travelling_abroad		positive		0.766
travelling_companion		positive		0.798
travelling_funfair		positive		0.829
traversable			negative		-0.80
traversal			negative		-0.86
traverse			negative		-0.86
traversodontid_cynodont		negative		-0.19
travesty			negative		-0.90
trawl				positive		0.072
trawl_net			negative		-0.81
trawled				negative		-0.84
trawlermen			positive		0.048
tray				positive		0.823
traybake			positive		0.837
trayton				negative		-0.83
trbe				positive		0.802
tre_un				positive		0.935
treacherous			negative		-0.75
treacherous_journey		positive		0.869
treacherous_mountain		negative		-0.80
treacherous_terrain		negative		-0.75
treacherously			negative		-0.75
treachery			negative		-0.17
treacle				positive		0.788
treacly				positive		0.812
tread				positive		0.113
treading_water			negative		-0.79
treadle				negative		-0.72
treadmill			positive		0.094
treadmill_desk			positive		0.094
treason				positive		0.749
treasonable			negative		-0.75
treasure			positive		0.823
treasure_chest			positive		0.151
treasure_hidden			positive		0.151
treasure_hunt			positive		0.151
treasure_hunter			positive		0.043
treasure_map			positive		0.151
treasure_planet			positive		0.072
treasure_trove			positive		0.151
treasurer			positive		0.126
treasury_bond			positive		0.796
treasury_solicitor		positive		0.046
treasury_troubled_asset		positive		0.73
treat				positive		0.951
treat_alzheimer			negative		-0.76
treat_constipation		positive		0.791
